,0,1
2154,04.8.04.04,GOUROUBARA
2155,04.8.04.05,KABO
2156,04.8.04.06,KIKA
2157,04.8.04.07,KIKA-BARRAGE
2158,04.8.04.08,KOKOBE
2159,04.8.04.09,KPARI
2160,04.8.04.10,KPASSA
2161,04.8.04.11,KPEWONKOU
2162,04.8.04.12,MONRAWONKOUROU
2163,04.8.04.13,NANNONROU
2164,04.8.04.15,SUI-GOUROU
2165,04.8.04.16,TANDOU
2166,04.8.04.17,TANGUE
2167,04.8.04.18,TOUROU-SOUANRE
2168,04.8.04.19,WARANKPEROU
2169,04.8.04.21,YEROUMAROU
2170,04.8.05.01,AMADOU-KPARA
2171,04.8.05.02,BAREROU
2172,04.8.05.03,GBETEBOU
2173,04.8.05.04,GOMBOUEROU
2174,04.8.05.06,KPASSATONA
2175,04.8.05.07,SANSON
2176,04.8.05.08,SEBOU
2177,04.8.05.09,TEOU-KPARA
2178,04.8.05.10,TOKO-BIO
2179,04.8.51.01,AKOUNDANMON
2180,04.8.51.03,BORORI
2181,04.8.51.04,DAGBARA-GOUROU
2182,04.8.51.05,GAH-KPENOU
2183,04.8.51.06,GANGO
2184,04.8.51.07,GBEYEKEROU
2185,04.8.51.08,GUINIROU
2186,04.8.51.09,KASSOUALA
2187,04.8.51.10,KERA
2188,04.8.51.11,KPAKPANIN
2189,04.8.51.12,LAFIA-BIDO
2190,04.8.51.13,OWODE
2191,04.8.51.14,TCHALLA
2192,04.8.51.15,TCHAOUROU
2193,04.8.51.16,TCHAOUROU-GOBI-ALEDJI
2194,04.8.51.17,TCHAOUROU-ISSALE
2195,04.8.51.18,WOROGUI-GOURA
2196,04.8.51.19,YAMBOUAN
2197,04.8.06.01,ATIRA-KPAROU
2198,04.8.06.02,BADEKPAROU
2199,04.8.06.03,BOUKOUSSERA
2200,04.8.06.04,GARAROU
2201,04.8.06.05,GBEKPANIN
2202,04.8.06.06,GOKANNA
2203,04.8.06.07,GOUSSOUAMBOU
2204,04.8.06.08,KINNOU-KPAROU
2205,04.8.06.09,KONTOUBAROU
2206,04.8.06.10,KOUBOU
2207,04.8.06.11,SAKANA-KPEBA
2208,04.8.06.12,SOUMON-GAH
2209,04.8.06.13,TCHATCHOU
2210,04.8.06.14,TEKPAROU
2211,04.8.06.15,TOUKOSSARI
2212,04.8.06.16,WORIA
2213,05.1.01.01,CLOUBOU
2214,05.1.01.02,KADJOGBE
2215,05.1.01.03,N'TCHOCHE
2216,05.1.01.04,N'TCHON
2217,05.1.02.01,BANON
2218,05.1.02.02,ILLAGBO
2219,05.1.02.03,ILLARE
2220,05.1.02.04,OKOTO
2221,05.1.03.01,AGBON
2222,05.1.03.02,ALOBA
2223,05.1.03.03,ATOKOLIBE
2224,05.1.03.04,MALOMI
2225,05.1.03.05,ODJOGBILE
2226,05.1.03.06,OGUEDE
2227,05.1.03.07,OKOUTA-ORO
2228,05.1.51.01,ADJANTE
2229,05.1.51.02,BASSON
2230,05.1.51.03,GBEGAMEY
2231,05.1.51.04,ILLELAKOUN
2232,05.1.04.01,ASSABA
2233,05.1.04.02,BOBE
2234,05.1.04.03,DJAGBALLO
2235,05.1.04.04,FOMON
2236,05.1.04.05,SOULA
2237,05.1.05.01,GALATA
2238,05.1.05.02,GALATA-IGBERI
2239,05.1.05.03,GBEDJE
2240,05.1.05.04,GOUKA
2241,05.1.05.05,KAFEGNIGBE
2242,05.1.05.06,KAMALA-IDJOU
2243,05.1.05.07,MAMATCHOKE
2244,05.1.05.08,MAYAMON
2245,05.1.05.09,MONTEWO-ATAKE-AGBADO
2246,05.1.05.10,SAKO
2247,05.1.05.11,ZONGO
2248,05.1.06.01,AKPAKA
2249,05.1.06.02,ISSALE
2250,05.1.06.03,ITCHOCOBO
2251,05.1.07.01,AGONGNI
2252,05.1.07.02,ALETAN
2253,05.1.07.03,GOTCHA
2254,05.1.07.04,KOTAKPA
2255,05.1.08.01,ADJIGO
2256,05.1.08.02,AYIGBO-KOTO
2257,05.1.08.04,ELA-META
2258,05.1.08.05,IDI-OGOU
2259,05.1.08.06,OKE-KAGOURE
2260,05.1.08.07,OKOUTA-OSSE
2261,05.2.01.01,AGONDOKPO
2262,05.2.01.03,ATTINKPAYE
2263,05.2.01.04,BANIGBE
2264,05.2.01.05,BETECOUCOU
2265,05.2.01.06,HOLLI-GAMBA-ITCHEDOUN
2266,05.2.01.07,N'GBEGA
2267,05.2.51.01,AGBEGBE
2268,05.2.51.02,AMANGASSA
2269,05.2.51.04,ESSEBRE
2270,05.2.51.05,ESSEKPA
2271,05.2.51.06,LATIN
2272,05.2.51.07,YARA
2273,05.2.51.08,ZONGO
2274,05.2.52.01,AKPARI-AROBASSA
2275,05.2.52.02,AYEDERO
2276,05.2.52.03,AYETOU
2277,05.2.52.04,BETOU
2278,05.2.52.05,ESSEKPRE
2279,05.2.52.06,IDAHO
2280,05.2.52.07,ILOULE
2281,05.2.52.08,ISSALOU
2282,05.2.52.09,KPEKOUTE
2283,05.2.52.10,MAHOU
2284,05.2.52.11,MODJI-GANGAN
2285,05.2.52.12,MOUDJA
2286,05.2.52.13,MOUMOUDJI
2287,05.2.02.01,AWAYA
2288,05.2.02.02,DOVI-SOME
2289,05.2.02.03,GBAFFO
2290,05.2.02.04,GNONKPINGNON
2291,05.2.03.01,ATAKE
2292,05.2.03.02,EROKOWARI
2293,05.2.03.03,GODOGOSSOU
2294,05.2.03.04,IGOHO
2295,05.2.03.05,ITAGUI
2296,05.2.03.06,KERE
2297,05.2.03.07,KPAKPADA-AGBAKOSSARE
2298,05.2.03.08,ODO-OTCHERE
2299,05.2.03.09,OKEMERE
2300,05.2.03.10,TANGBE
2301,05.2.03.11,TINI-KODJATCHAN
2302,05.2.04.01,ADIHINLIDJI
2303,05.2.04.02,BAKEMA
2304,05.2.04.03,FITA
2305,05.2.04.04,KPINGNI
2306,05.2.04.05,TOGON
2307,05.2.04.06,VEDJI
2308,05.2.04.07,ZOUGOUDO
2309,05.2.05.01,AGBAGOULE
2310,05.2.05.02,EROKOYA
2311,05.2.05.03,KPAKPA
2312,05.2.05.04,LEMA
2313,05.2.06.01,AGBOGBOME
2314,05.2.06.02,AGNANME
2315,05.2.06.03,ASSIYO
2316,05.2.06.04,DOME
2317,05.2.06.05,GBEDAVO
2318,05.2.06.06,GBOWELE
2319,05.2.06.07,GOUSSOE
2320,05.2.06.08,HASSEOU
2321,05.2.06.09,HOUNKPOGON
2322,05.2.06.10,KINDJI
2323,05.2.06.11,LISSA
2324,05.2.06.12,LOKOSSA
2325,05.2.06.13,LOTOGO
2326,05.2.06.14,MANONFI
2327,05.2.06.15,OUEME
2328,05.2.06.16,OUISSI
2329,05.2.06.17,SOVOGO
2330,05.2.06.18,VIDJINNATOUN
2331,05.2.06.19,ZOTEDJI
2332,05.2.06.20,ZOUTO
2333,05.2.07.01,AGAO
2334,05.2.07.02,AGBONDJEDO
2335,05.2.07.03,AKOBA
2336,05.2.07.04,DJIGBE
2337,05.2.07.05,DOGBO
2338,05.2.07.06,GBONOU
2339,05.2.07.07,LAMANOU
2340,05.2.07.08,MINIFFI
2341,05.2.07.09,SOURHEDJI-OKPE OLOUWA
2342,05.2.07.10,TCHAOUNKA
2343,05.2.08.01,ADJALE
2344,05.2.08.02,ADJOKAN
2345,05.2.08.03,GANKPETIN
2346,05.2.08.04,ITCHEGOU
2347,05.2.08.05,ITCHOGUE-SOTRE
2348,05.2.08.06,KPEKPEDE
2349,05.2.08.07,LEMA
2350,05.2.08.09,TCHAMISSI-LAGUEMA-ATAKEAGBASSA
2351,05.3.01.01,AFFIZOUNGO
2352,05.3.01.02,AFFIZOUNGO-KPOTA
2353,05.3.01.03,AGBAGBADJI
2354,05.3.01.04,ALLAWENONSA
2355,05.3.01.05,ALLAWENONSA-TCHAHA
2356,05.3.01.07,ANTADJI
2357,05.3.01.08,DJANMANDJI
2358,05.3.01.09,LAGBO
2359,05.3.01.10,SOWIANDJI
2360,05.3.02.01,ASSANTE
2361,05.3.02.02,GBANLIN
2362,05.3.02.04,HOUIN
2363,05.3.02.05,HOUIN-SEGBEYA
2364,05.3.51.01,AFFECIA
2365,05.3.51.02,AYEDERO
2366,05.3.51.03,HOUNDJRO KPOGANDJI
2367,05.3.51.04,OGOUDAKO
2368,05.3.51.05,OROKOTO
2369,05.3.51.06,YEMANLIN
2370,05.3.51.07,YEVEDO
2371,05.3.51.08,ZONGO
2372,05.3.03.01,GOME
2373,05.3.03.02,HAYA
2374,05.3.03.03,IFADA-ZOUNGUE
2375,05.3.03.04,TANKOSSI
2376,05.3.03.05,TCHATCHEGOU
2377,05.3.04.01,ATOGBO
2378,05.3.04.02,KPAKPAZA
2379,05.3.04.03,SOWE
2380,05.3.04.04,SOWE-IKPAKPADA
2381,05.3.04.05,YAWA
2382,05.3.05.01,AIDJESSO
2383,05.3.05.02,BOUBOU
2384,05.3.05.03,HAI
2385,05.3.05.04,HOUALA
2386,05.3.05.05,MONSO
2387,05.3.05.06,OGUIRIN
2388,05.3.06.01,ATEGUEDJI
2389,05.3.06.02,DEHOUDOHO
2390,05.3.06.03,GOTO
2391,05.3.06.04,KPOTA
2392,05.3.06.05,OUEDEME CENTRE
2393,05.3.06.06,YAGBO
2394,05.3.07.01,AKOUEGBA
2395,05.3.07.02,CAMATE
2396,05.3.07.03,OKE-OKOUNOU
2397,05.3.07.04,SOKPONTA CENTRE
2398,05.3.07.05,TCHAKALOKE
2399,05.3.08.01,ABESSOUHOUE
2400,05.3.08.02,AGOUAGON
2401,05.3.08.03,AGOUAGON-GNONNOUGBO
2402,05.3.08.04,AKOMYAN
2403,05.3.08.05,ASSROMIHOUE
2404,05.3.08.06,BETHEL
2405,05.3.08.07,DOKOUNDJI
2406,05.3.08.08,HLASSOE
2407,05.3.08.09,HOCO
2408,05.3.08.10,KPASSALI
2409,05.3.08.11,RIFFO
2410,05.3.09.01,ADOUREKOMAN
2411,05.3.09.02,EGBESSI
2412,05.3.09.03,KABOLE
2413,05.3.09.04,KPAKPAZOUNME
2414,05.3.09.05,MADENGBE
2415,05.3.09.06,OKEO
2416,05.3.09.07,ZAFFE CENTRE
2417,05.4.01.01,AGBORO-IDOUYA
2418,05.4.01.02,AGBORO-KOMBON
2419,05.4.01.03,ANSEKE
2420,05.4.01.04,BOTTI-HOUEGBO
2421,05.4.01.05,CHALLA-OGOI ALOUGBEDE
2422,05.4.01.06,CHALLA-OGOI GUEDON
2423,05.4.01.07,GBEDE
2424,05.4.01.08,KOKORO AWOYO
2425,05.4.01.09,KOKORO CENTRE
2426,05.4.02.01,DJEGBE-LOKOSSA
2427,05.4.02.02,DJEGBE-ODJAHA
2428,05.4.02.03,OHOULA
2429,05.4.02.04,VODJE
2430,05.4.03.01,AZRAOU
2431,05.4.03.02,GBANLIN
2432,05.4.03.03,GBANLIN-AIZON
2433,05.4.03.04,IDADJO
2434,05.4.03.05,TOSSO
2435,05.4.03.06,VOSSA
2436,05.4.03.07,WOKPA
2437,05.4.04.01,AKPERO
2438,05.4.04.02,EKPA
2439,05.4.04.03,IKEMON-EWONDA
2440,05.4.04.04,IKEMON-EWONTOUTOU
2441,05.4.04.05,OGBE
2442,05.4.05.02,KILIBO-ADJOUGOU
2443,05.4.05.03,KILIBO-GARE
2444,05.4.05.04,KILIBO-OLATA
2445,05.4.05.05,OLOUNI-N'GBE
2446,05.4.05.06,OWOLAFE
2447,05.4.05.07,SURU-LERE
2448,05.4.06.01,ATTANNONDOHO
2449,05.4.06.02,BOTTI
2450,05.4.06.03,GBEME
2451,05.4.06.04,KPASSA
2452,05.4.06.05,LAMINOU
2453,05.4.06.07,WODJI
2454,05.4.07.01,DOKOUNDOHO
2455,05.4.07.02,EVAI-GBAFFO
2456,05.4.07.03,N'GBEHOUEDO
2457,05.4.07.04,N'GBEHOUEDO-ROUTO
2458,05.4.07.05,ODOUGBA
2459,05.4.07.06,TCHEDJANNANGNON
2460,05.4.07.07,ZOGBA-TREKOU
2461,05.4.51.01,ADOUGOU
2462,05.4.51.02,ADOUGOU-AGAH
2463,05.4.51.03,ATTATA
2464,05.4.51.04,LAKOKO
2465,05.4.51.05,OUESSE CENTRE
2466,05.4.51.06,OUESSE-AIZON
2467,05.4.51.07,ZOGBA-GAOU
2468,05.4.08.01,AYEDERO
2469,05.4.08.02,AYETORO
2470,05.4.08.03,MALETE
2471,05.4.08.04,ODO-AKABA
2472,05.4.08.05,OGOUTEDO
2473,05.4.08.06,TOUI-GARE
2474,05.4.08.07,TOUI-ODELAKOU
2475,05.4.08.08,TOUI-ODJOULE
2476,05.4.08.09,TOUI-PK
2477,05.5.01.01,ATTAKPLAKANME
2478,05.5.01.02,DJALLOUKOU
2479,05.5.01.03,DJALLOUMA
2480,05.5.01.04,GBAGLODJI
2481,05.5.01.05,KONKONDJI
2482,05.5.01.06,MONFIO
2483,05.5.01.07,ZOUKPA
2484,05.5.02.01,ABALLA
2485,05.5.02.02,ABEOKOUTA
2486,05.5.02.03,ADJEGOUNLE
2487,05.5.02.04,AFFE ZONGO
2488,05.5.02.05,AMOU
2489,05.5.02.06,AMOU SAKAOU
2490,05.5.02.07,AROUNDE
2491,05.5.02.08,BEBIANI
2492,05.5.02.09,COFFE AGBALLA
2493,05.5.02.10,DOUME LAKOUN
2494,05.5.02.11,EKPA
2495,05.5.02.12,FELMA
2496,05.5.02.13,IDJOU
2497,05.5.02.14,IROUKOU
2498,05.5.02.15,KANNAHOUN
2499,05.5.02.16,KPEKPELOU
2500,05.5.02.17,LEKPA
2501,05.5.02.18,OLOUWAKEMI
2502,05.5.03.01,ABIADJI-SOGOUDO
2503,05.5.03.02,GOBADA
2504,05.5.03.03,GOVI
2505,05.5.03.04,LAMA
2506,05.5.03.05,LEKE
2507,05.5.03.06,ZADOWIN
2508,05.5.03.07,ZANKPE-HOUESSINHOUE
2509,05.5.04.01,CODJI
2510,05.5.04.02,EKPA
2511,05.5.04.03,KOUTAGO
2512,05.5.04.04,LOZIN
2513,05.5.04.05,MEDETEKPO
2514,05.5.04.06,MINIKI
2515,05.5.04.07,MONDJI
2516,05.5.04.08,N'DASSO
2517,05.5.05.01,AGBOMADIN
2518,05.5.05.02,AHITO
2519,05.5.05.03,AWIANKANME
2520,05.5.05.04,DAME
2521,05.5.05.05,KPAKPAVISSA
2522,05.5.05.06,SEGBEYA
2523,05.5.05.07,ZOMAKIDJI
2524,05.5.06.01,KITIKPLI
2525,05.5.06.02,KOKORO
2526,05.5.06.03,LEMA
2527,05.5.06.04,OKOUFFO
2528,05.5.06.05,ZONGO
2529,05.5.07.01,BAME
2530,05.5.07.03,KLOUGO
2531,05.5.07.04,LOUKINTOWIN
2532,05.5.07.05,NAOUDJI
2533,05.5.07.06,SEGUI
2534,05.5.07.07,SOZOUME
2535,05.5.08.01,AGAH
2536,05.5.08.03,DODOMEY
2537,05.5.08.04,WALLA
2538,05.5.08.05,ZONGO
2539,05.5.09.01,AKPAKI
2540,05.5.09.02,ALLE
2541,05.5.09.03,ALLOUDI-GOURE
2542,05.5.09.05,ISSALE
2543,05.5.09.06,KADJOTCHE
2544,05.5.09.07,KAMAN
2545,05.5.09.08,ZONGO-ALBARIKA
2546,05.5.10.01,AGBODRANFO
2547,05.5.10.03,AGONMEY
2548,05.5.10.04,AKETE
2549,05.5.10.05,LOWOZOUNGO
2550,06.1.51.05,BOSSOUHOUE
2551,06.1.51.06,DANNOUHOUE
2552,06.1.51.07,DHOSSOUHOUE
2553,06.1.51.08,DJIKPAME
2554,06.1.51.09,GBEZE
2555,06.1.51.10,HEVI-SENOUHOUE
2556,06.1.51.11,HOUNSAHOUE
2557,06.1.51.12,KAITEMEY
2558,06.1.51.13,KPODJI
2559,06.1.51.14,LOKOGBA
2560,06.1.51.15,TCHIGLIHOUE
2561,06.1.51.16,ZOHOUDJI
2562,06.1.01.01,AGBOTAVOU
2563,06.1.01.02,AGNAMEY
2564,06.1.01.03,AGODOGOUI
2565,06.1.01.04,ATOMEY-AVEGANMEY
2566,06.1.01.05,BAVOU
2567,06.1.01.06,COUFFOKPA
2568,06.1.01.07,DATCHA
2569,06.1.01.08,DOUSSO
2570,06.1.01.09,GOUGOUTA
2571,06.1.01.10,HEVI
2572,06.1.01.11,HONTONOU
2573,06.1.01.12,KPODJI
2574,06.1.01.13,LANHOUETOMEY
2575,06.1.01.14,SODJAGOHOUE
2576,06.1.01.15,VIVIMEY
2577,06.1.01.16,VOLLY-LATADJI
2578,06.1.02.01,AVEGODOUI
2579,06.1.02.02,AVETUIMEY
2580,06.1.02.03,AZOVE CENTRE
2581,06.1.02.04,DEKANMEY
2582,06.1.02.05,DJIMADOHOUE
2583,06.1.02.06,EKINHOUE
2584,06.1.02.07,GBLOFOLY
2585,06.1.02.08,HESSOUHOUE
2586,06.1.02.09,KPAKOMEY
2587,06.1.02.10,OUCHIHOUE
2588,06.1.02.11,YEHOUEMEY
2589,06.1.03.01,ADAME
2590,06.1.03.02,ADANDEHOUE
2591,06.1.03.03,AKEME
2592,06.1.03.04,ATTO-HOUE
2593,06.1.03.05,BOZINKPE
2594,06.1.03.06,DEKANDJI
2595,06.1.03.07,DEKPO-CENTRE
2596,06.1.03.08,GBETOHOUE
2597,06.1.03.09,GNONFIHOUE
2598,06.1.03.10,HONTONMEY
2599,06.1.03.11,KOYOHOUE
2600,06.1.03.12,LAGBAVE
2601,06.1.03.13,SEHONOUHOUE
2602,06.1.03.14,TCHATEHOUE
2603,06.1.04.01,DJOWE
2604,06.1.04.02,FANDJIGAHOUE
2605,06.1.04.03,GADEKOHOUNHOUE
2606,06.1.04.04,GODOHOU
2607,06.1.04.05,HONTOUI
2608,06.1.04.06,KOGBETOHOUE
2609,06.1.04.07,MAHOUGBEHOUE
2610,06.1.04.08,SINLITA
2611,06.1.04.09,TAKPATCHIOME
2612,06.1.04.10,TOTCHIKEME
2613,06.1.04.11,WAKPE
2614,06.1.04.12,ZAME
2615,06.1.05.01,BOGANDJI
2616,06.1.05.02,DOGOHOUE
2617,06.1.05.03,EDEHOUE
2618,06.1.05.04,GBAKONOU
2619,06.1.05.05,HAVOU
2620,06.1.05.06,HEDJINNAWA
2621,06.1.05.07,HELETOUMEY
2622,06.1.05.08,HOUETAN
2623,06.1.05.09,HOUNGBAMEY
2624,06.1.05.11,KOUMAKOHOUE
2625,06.1.05.12,LOKOSSOUHOUE
2626,06.1.05.13,TANNOU
2627,06.1.05.14,TOUVOU
2628,06.1.06.01,ABOLOUME
2629,06.1.06.03,BADJAME
2630,06.1.06.04,BAYAME
2631,06.1.06.05,DONOUME
2632,06.1.06.06,EGLIME
2633,06.1.06.07,HOKY
2634,06.1.06.08,KIDJI
2635,06.2.01.01,AGOHOUE-BALIMEY
2636,06.2.01.02,DOUMAHOU
2637,06.2.01.03,FANNAHINHOUE
2638,06.2.01.04,GBOTOHOUE
2639,06.2.01.05,HEKPE
2640,06.2.01.06,MAHINOUHOUE
2641,06.2.02.01,ABLOMEY
2642,06.2.02.02,AISSANHOUE
2643,06.2.02.03,AIVOHOUE
2644,06.2.02.04,BETOUMEY CENTRE
2645,06.2.02.05,BOTA
2646,06.2.02.06,DOGOHOUE
2647,06.2.02.07,GOMEHOUIN
2648,06.2.02.08,HOLOU-LOKO
2649,06.2.02.09,HOUNGBEDJIHOUE
2650,06.2.02.10,KPATOHOUE
2651,06.2.02.11,TCHANHOUE
2652,06.2.02.12,TITONGON
2653,06.2.02.13,ZOHOUDJI
2654,06.2.51.01,AGBEDRANFO
2655,06.2.51.02,AMEGANHOUE
2656,06.2.51.03,ATCHOUHOUE
2657,06.2.51.04,BEOTCHI
2658,06.2.51.05,DANSSOUHOUE
2659,06.2.51.06,DJAKOTOMEY CENTRE
2660,06.2.51.07,HOUNHOMEY
2661,06.2.51.08,SOGBAVIHOUE
2662,06.2.52.01,BABOHOUE
2663,06.2.52.02,GBOGNONHOUE
2664,06.2.52.03,GOLAMEY
2665,06.2.52.04,HOUNGBEZANME
2666,06.2.52.05,KPAYAHOUE
2667,06.2.52.06,LOKOUI-BEDJAMEY
2668,06.2.52.07,TOHOUEHOUE
2669,06.2.03.01,DEMAHOUHOUE
2670,06.2.03.02,DOWOMEY
2671,06.2.03.03,GODOUHOUE
2672,06.2.03.04,GOHOMEY CENTRE
2673,06.2.03.05,HAGOUMEY CENTRE
2674,06.2.03.06,LOKO-ATOUI
2675,06.2.03.07,MOUZOUKPOKPOHOUE
2676,06.2.04.01,DANMAKAHOUE
2677,06.2.04.02,DJONOUHOUE
2678,06.2.04.03,EDJIHOUE
2679,06.2.04.04,GAME-FODE
2680,06.2.04.05,GAME-HOUEGBO
2681,06.2.04.06,HOUEGAMEY
2682,06.2.04.07,HOUNGBA
2683,06.2.04.08,KANVIHOUE
2684,06.2.04.09,KPELADJAMEY
2685,06.2.04.10,NOUBOUDJI
2686,06.2.04.11,TEDEHOUE
2687,06.2.04.12,WANOU
2688,06.2.05.01,DASSOUHOUE
2689,06.2.05.02,ETONHOUE
2690,06.2.05.03,KESSAHOUEDJI
2691,06.2.05.04,KINKINHOUE
2692,06.2.05.05,SEGBEHOUE
2693,06.2.05.06,SEGLAHOUE
2694,06.2.06.01,FOGBADJA CENTRE
2695,06.2.06.02,GBEMAHLOUEHOUE
2696,06.2.06.03,GBOYOUHOUE
2697,06.2.06.04,KANSOUHOUE
2698,06.2.06.05,KOKOHOUE
2699,06.2.06.06,MIGBOWOMEY
2700,06.2.06.07,SEMANOUHOUE
2701,06.2.07.01,BAHOUE
2702,06.2.07.02,FANTCHOUTCHEHOUE
2703,06.2.07.03,KPOBA
2704,06.2.07.04,MEKPOHOUE
2705,06.2.07.05,NAKIDAHOHOUE
2706,06.2.07.06,ZOHOUDJI
2707,06.2.08.01,AKODEBAKOU
2708,06.2.08.02,ASSOGBAHOUE
2709,06.2.08.03,AVODJIHOUE
2710,06.2.08.04,AVONNOUHOUE
2711,06.2.08.05,GBEKEHOUE
2712,06.2.08.06,HOUNKEMEY
2713,06.2.08.07,MEDEDJIHOUE
2714,06.2.08.08,SAHOU-SOHOUE
2715,06.2.08.09,SOKOUHOUE
2716,06.2.08.10,TOKPOHOUE
2717,06.2.08.11,ZOUZOUVOU
2718,06.3.01.01,AGBEDRANFO
2719,06.3.01.02,AVEDJIN
2720,06.3.01.04,GBANNAVE
2721,06.3.01.05,KETCHANDJI-KPOLEDJI
2722,06.3.01.06,KPODAHA CENTRE
2723,06.3.01.07,KPODAHA DEKA
2724,06.3.01.08,TOKPOTA
2725,06.3.01.09,ZOHOUDJI
2726,06.3.02.01,ADIDEVO
2727,06.3.02.02,AGNAVO
2728,06.3.02.03,DEVE-HOMEY
2729,06.3.02.04,GBAKEHOUE
2730,06.3.02.05,KPODJI
2731,06.4.05.06,SOGLONOUHOUE
2732,06.4.51.01,AGBLECOME
2733,06.4.51.02,AGBODONHOUIN
2734,06.4.51.03,DAVITOHOUE
2735,06.4.51.04,DJIDJOLI
2736,06.4.51.05,EHUZU
2737,06.4.51.06,HONHLONMITONHOU
2738,06.4.51.07,KLOUEKANME - GARE
2739,06.4.51.08,NANOME
2740,06.4.51.09,SEGLAHOUE
2741,06.4.51.10,TCHANVEDJI
2742,06.4.51.11,TOTROYOYOU
2743,06.4.51.12,ZONDREBOHOUE
2744,06.4.51.13,ZOUVOU
2745,06.4.06.01,DEKANDJI
2746,06.4.06.02,GBOWIME
2747,06.4.06.03,GOLOUHOUE
2748,06.4.06.04,LANTA CENTRE
2749,06.4.06.05,SAWAME-HOUEYIHO
2750,06.4.06.06,TOKANME-KPODJI
2751,06.4.06.07,TOKANME-MONTOU
2752,06.4.07.01,AGBAGO
2753,06.4.07.02,AKOUEGBADJA
2754,06.4.07.03,GNANTCHIME
2755,06.4.07.04,KPAKPASSA
2756,06.4.07.05,SOKPAME
2757,06.4.07.06,TANGBANVIME
2758,06.4.07.07,TCHIKPE
2759,06.4.07.08,ZOUZOUKANME
2760,06.5.01.01,ADOUKANDJI
2761,06.5.01.02,AHOUADA
2762,06.5.01.03,EGUEHOUE
2763,06.5.01.04,HAZIN
2764,06.5.01.05,KINGNENOUHOUE
2765,06.5.01.06,LOME
2766,06.5.01.07,SEWAHOUE
2767,06.5.01.08,YAMONTOU
2768,06.5.02.01,ADONOU
2769,06.5.02.02,AHODJINNAKO
2770,06.5.02.03,DOGOUEDETA
2771,06.5.02.04,HELLI
2772,06.5.02.05,LOKOLI
2773,06.5.03.01,ADJAIGBONOU
2774,06.5.03.02,AHOMADEGBE
2775,06.5.03.03,ALLOYA
2776,06.5.03.04,HAGNONHOUE
2777,06.5.04.01,AFFOMAI
2778,06.5.04.02,BANIGBE
2779,06.5.04.03,DOLOHOUE
2780,06.5.04.04,KOUTCHIKANHOUE
2781,06.5.05.01,ASSOGBAHOUE
2782,06.5.05.02,DJIBAHOUN
2783,06.5.05.03,GNIZOUNME
2784,06.5.05.04,HANGBANNOU
2785,06.5.05.05,TANDJI
2786,06.5.06.01,ADJAGLIMEY
2787,06.5.06.02,EDAH-GBAWLAHOUE
2788,06.5.06.03,GNIGBANDJIME
2789,06.5.06.04,KLABESSIHOUE
2790,06.5.06.05,KPASSAKANME
2791,06.5.06.06,OUKANME
2792,06.5.06.07,SOHOUNOUHOUE
2793,06.5.06.08,SOWANOUHOUE
2794,06.5.06.09,WEWEHOUE
2795,06.5.51.01,ADJACOME
2796,06.5.51.02,GBEFANDJI
2797,06.5.51.03,GOULOKO
2798,06.5.51.04,KOUTIME
2799,06.5.51.05,LALO
2800,06.5.51.06,ZONMONDJI
2801,06.5.07.01,DAVIHOUE
2802,06.5.07.02,GNAMAME
2803,06.5.07.03,KAIHOUE
2804,06.5.07.04,KONDJON
2805,06.5.07.05,KUIVONHOUE
2806,06.5.07.06,LOKOGBA
2807,06.5.07.07,TOULEHOUDJI
2808,06.5.07.09,ZOUNDJAME
2809,06.5.08.01,ABOTI
2810,06.5.08.02,OUINFA
2811,06.5.08.03,TCHITO
2812,06.5.08.04,ZOUNHOME
2813,06.5.09.01,BAYEKPA CENTRE
2814,06.5.09.02,GOVETA
2815,06.5.09.03,HEHOUKPA
2816,06.5.09.04,SAWANOU
2817,06.5.09.05,TOHOU-CENTRE
2818,06.5.10.01,ADJASSAGON
2819,06.5.10.02,AZANGBE
2820,06.5.10.03,KADEBOU
2821,06.5.10.04,KINDJI
2822,06.5.10.05,KOWOME
2823,06.5.10.06,ZALLI
2824,06.6.01.02,AGBOZOHOUDJI
2825,06.6.01.03,ATCHIOUME
2826,06.6.01.04,AWANDJI
2827,06.6.01.05,DANSOUHOUE
2828,06.6.01.06,DEKANDJI
2829,06.6.01.07,GLIDJI
2830,06.6.01.08,HEDJAME
2831,06.6.01.09,HOUNDEHOUSSOHOUE
2832,06.6.01.10,KPODJI
2833,06.6.01.11,MAIBOUI KPOTA
2834,06.6.01.12,MAIBOUI SODOKPOHOUE
2835,06.6.02.01,DANDJEKPOHOUE
2836,06.6.02.02,NATABOUHOUE
2837,06.6.02.03,SOGNONNOUHOUE
2838,06.6.02.04,TOHOUNHOUE
2839,06.6.03.01,DJIDOWANOU
2840,06.6.03.02,DJOUGANME
2841,06.6.03.03,DJOUVIME
2842,06.6.03.04,DOKO CENTRE
2843,06.6.03.05,GBOYIZOUNHOUE
2844,06.6.03.06,KLEME
2845,06.6.03.07,NANONME
2846,06.6.03.08,TCHOULEHOUDJI
2847,06.6.03.09,ZOHOUDJI
2848,06.6.04.01,ABLOGANME
2849,06.6.04.02,ADJOHOUE
2850,06.6.04.03,AFFOMADI
2851,06.6.04.04,HEWOGBE
2852,06.6.04.05,HOUEDOGLI CENTRE
2853,06.6.04.06,HOUEGANGBE
2854,06.6.04.07,KPAKOUIHOUE
2855,06.6.04.08,LAGBAHOME
